entity_type,ordinal,source_label,canonical_name,parent_city,base_kind,detail_url,tribe,x_px,y_px,x_norm,y_norm,marker_bbox,method,confidence,review_status,source_image_sha256,source_width,source_height,source_locator,notes
"CITY","033","新野","新野","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E6%96%B0%E9%87%8E","NOT_APPLICABLE","2042","2326.5","0.48839990","0.55511811","2014:2309:2070:2344","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=2014:2309:2070:2344;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","034","襄陽","襄陽","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E8%A5%84%E9%99%BD","NOT_APPLICABLE","1870","2563.5","0.44726142","0.61166786","1842:2546:1898:2581","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=1842:2546:1898:2581;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","035","江陵","江陵","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E6%B1%9F%E9%99%B5","NOT_APPLICABLE","1985","2906.5","0.47476680","0.69350990","1957:2889:2013:2924","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=1957:2889:2013:2924;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","036","長沙","長沙","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E9%95%B7%E6%B2%99","NOT_APPLICABLE","2440","3304.5","0.58359244","0.78847530","2412:3287:2468:3322","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=2412:3287:2468:3322;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","037","武陵","武陵","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E6%AD%A6%E9%99%B5","NOT_APPLICABLE","1624","3220.5","0.38842382","0.76843236","1596:3203:1652:3238","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=1596:3203:1652:3238;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","038","桂陽","桂陽","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E6%A1%82%E9%99%BD","NOT_APPLICABLE","2345","3732.5","0.56087061","0.89059890","2317:3715:2373:3750","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=2317:3715:2373:3750;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","039","零陵","零陵","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E9%9B%B6%E9%99%B5","NOT_APPLICABLE","1719","3703.5","0.41114566","0.88367931","1691:3686:1747:3721","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=1691:3686:1747:3721;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","040","永安","永安","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E6%B0%B8%E5%AE%89","NOT_APPLICABLE","1320","2687.5","0.31571394","0.64125507","1292:2670:1348:2705","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=1292:2670:1348:2705;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","041","漢中","漢中","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E6%BC%A2%E4%B8%AD","NOT_APPLICABLE","921","1803.5","0.22028223","0.43032689","893:1786:949:1821","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=893:1786:949:1821;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","042","梓潼","梓潼","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E6%A2%93%E6%BD%BC","NOT_APPLICABLE","730","2240.5","0.17459938","0.53459795","702:2223:758:2258","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=702:2223:758:2258;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","043","江州","江州","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E6%B1%9F%E5%B7%9E","NOT_APPLICABLE","902","3066.5","0.21573786","0.73168695","874:3049:930:3084","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=874:3049:930:3084;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","044","成都","成都","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E6%88%90%E9%83%BD","NOT_APPLICABLE","219","2745.5","0.05237981","0.65509425","191:2728:247:2763","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=191:2728:247:2763;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","045","建寧","建寧","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E5%BB%BA%E5%AF%A7","NOT_APPLICABLE","541","3685.5","0.12939488","0.87938440","513:3668:569:3703","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=513:3668:569:3703;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","046","雲南","雲南","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E9%9B%B2%E5%8D%97","NOT_APPLICABLE","218","4074.5","0.05214064","0.97220234","190:4057:246:4092","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=190:4057:246:4092;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"SMALL_BASE","001","烏桓","烏桓","UNKNOWN","ETHNIC_STRONGHOLD","https://wikiwiki.jp/sangokushi14/%E7%95%B0%E6%B0%91%E6%97%8F%E3%83%BB%E7%83%8F%E6%A1%93","烏桓","3125","75.5","0.74742884","0.01801479","3096:58:3154:93","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=3096:58:3154:93;https://wikiwiki.jp/sangokushi14/%E7%95%B0%E6%B0%91%E6%97%8F%E3%83%BB%E7%83%8F%E6%A1%93#概要","Distinct ethnic-stronghold plaque; no single parent city asserted. The faction page lists multiple diplomacy prerequisite cities, not parentage."
"SMALL_BASE","002","海陽港","海陽港","北平","PORT","https://wikiwiki.jp/sangokushi14/%E5%8C%97%E5%B9%B3","NOT_APPLICABLE","3342","445.5","0.79933030","0.10629921","3311:434:3373:457","RGB(242|220|219) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=3311:434:3373:457;https://wikiwiki.jp/sangokushi14/%E5%8C%97%E5%B9%B3#地域データ","Port symbol/name/parent are direct on the parent-city 地域データ row and cross-checked to 地域収入."
"SMALL_BASE","003","沓氏港","沓氏港","襄平","PORT","https://wikiwiki.jp/sangokushi14/%E8%A5%84%E5%B9%B3","NOT_APPLICABLE","3765.5","490.5","0.90062186","0.11703651","3734:479:3797:502","RGB(242|220|219) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=3734:479:3797:502;https://wikiwiki.jp/sangokushi14/%E8%A5%84%E5%B9%B3#地域データ","Port symbol/name/parent are direct on the parent-city 地域データ row and cross-checked to 地域収入."
"SMALL_BASE","004","鮮卑","鮮卑","UNKNOWN","ETHNIC_STRONGHOLD","https://wikiwiki.jp/sangokushi14/%E7%95%B0%E6%B0%91%E6%97%8F%E3%83%BB%E9%AE%AE%E5%8D%91","鮮卑","1396","731.5","0.33389141","0.17454068","1367:714:1425:749","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=1367:714:1425:749;https://wikiwiki.jp/sangokushi14/%E7%95%B0%E6%B0%91%E6%97%8F%E3%83%BB%E9%AE%AE%E5%8D%91#概要","Distinct ethnic-stronghold plaque; no single parent city asserted. The faction page lists multiple diplomacy prerequisite cities, not parentage."
"SMALL_BASE","005","昌陽港","昌陽港","北海","PORT","https://wikiwiki.jp/sangokushi14/%E5%8C%97%E6%B5%B7","NOT_APPLICABLE","3972.5","741.5","0.95013155","0.17692675","3941:730:4004:753","RGB(242|220|219) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=3941:730:4004:753;https://wikiwiki.jp/sangokushi14/%E5%8C%97%E6%B5%B7#地域データ","Port symbol/name/parent are direct on the parent-city 地域データ row and cross-checked to 地域収入."
"SMALL_BASE","006","陽信港","陽信港","南皮","PORT","https://wikiwiki.jp/sangokushi14/%E5%8D%97%E7%9A%AE","NOT_APPLICABLE","3113.5","768.5","0.74467831","0.18336912","3082:757:3145:780","RGB(242|220|219) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=3082:757:3145:780;https://wikiwiki.jp/sangokushi14/%E5%8D%97%E7%9A%AE#地域データ","Port symbol/name/parent are direct on the parent-city 地域データ row and cross-checked to 地域収入."
"SMALL_BASE","007","臨済港","臨済港","北海","PORT","https://wikiwiki.jp/sangokushi14/%E5%8C%97%E6%B5%B7","NOT_APPLICABLE","3129.5","941.5","0.74850514","0.22464806","3098:930:3161:953","RGB(242|220|219) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=3098:930:3161:953;https://wikiwiki.jp/sangokushi14/%E5%8C%97%E6%B5%B7#地域データ","Port symbol/name/parent are direct on the parent-city 地域データ row and cross-checked to 地域収入."
"SMALL_BASE","008","壺関","壺関","晋陽","GATE","https://wikiwiki.jp/sangokushi14/%E6%99%8B%E9%99%BD","NOT_APPLICABLE","2061.5","1008","0.49306386","0.24051539","2051:979:2072:1037","RGB(255|255|255) enclosed plaque-fill component + orientation filter + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=2051:979:2072:1037;https://wikiwiki.jp/sangokushi14/%E6%99%8B%E9%99%BD#地域データ","Gate symbol/name/parent are direct on the parent-city 地域データ row and cross-checked to 地域収入."
"SMALL_BASE","009","高唐港","高唐港","平原","PORT","https://wikiwiki.jp/sangokushi14/%E5%B9%B3%E5%8E%9F","NOT_APPLICABLE","2963.5","1073.5","0.70880172","0.25614412","2932:1062:2995:1085","RGB(242|220|219) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=2932:1062:2995:1085;https://wikiwiki.jp/sangokushi14/%E5%B9%B3%E5%8E%9F#地域データ","Port symbol/name/parent are direct on the parent-city 地域データ row and cross-checked to 地域収入."
"SMALL_BASE","010","黎陽港","黎陽港","鄴","PORT","https://wikiwiki.jp/sangokushi14/%EF%BD%B7%EF%BE%9E%EF%BD%AE%EF%BD%B3","NOT_APPLICABLE","2489.5","1140.5","0.59543171","0.27213076","2458:1129:2521:1152","RGB(242|220|219) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=2458:1129:2521:1152;https://wikiwiki.jp/sangokushi14/%EF%BD%B7%EF%BE%9E%EF%BD%AE%EF%BD%B3#地域データ","Port symbol/name/parent are direct on the parent-city 地域データ row and cross-checked to 地域収入."
"SMALL_BASE","011","臨晋港","臨晋港","長安","PORT","https://wikiwiki.jp/sangokushi14/%E9%95%B7%E5%AE%89","NOT_APPLICABLE","1520.5","1148.5","0.36366898","0.27403961","1489:1137:1552:1160","RGB(242|220|219) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=1489:1137:1552:1160;https://wikiwiki.jp/sangokushi14/%E9%95%B7%E5%AE%89#地域データ","Port symbol/name/parent are direct on the parent-city 地域データ row and cross-checked to 地域収入."
"SMALL_BASE","012","倉亭港","倉亭港","濮陽","PORT","https://wikiwiki.jp/sangokushi14/%E6%BF%AE%E9%99%BD","NOT_APPLICABLE","2764.5","1157.5","0.66120545","0.27618707","2733:1146:2796:1169","RGB(242|220|219) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=2733:1146:2796:1169;https://wikiwiki.jp/sangokushi14/%E6%BF%AE%E9%99%BD#地域データ","Port symbol/name/parent are direct on the parent-city 地域データ row and cross-checked to 地域収入."
"SMALL_BASE","013","蒲阪港","蒲阪港","洛陽","PORT","https://wikiwiki.jp/sangokushi14/%E6%B4%9B%E9%99%BD","NOT_APPLICABLE","1596","1195.5","0.38172686","0.28525412","1565:1184:1627:1207","RGB(242|220|219) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=1565:1184:1627:1207;https://wikiwiki.jp/sangokushi14/%E6%B4%9B%E9%99%BD#地域データ","Port symbol/name/parent are direct on the parent-city 地域データ row and cross-checked to 地域収入."
"SMALL_BASE","014","孟津港","孟津港","洛陽","PORT","https://wikiwiki.jp/sangokushi14/%E6%B4%9B%E9%99%BD","NOT_APPLICABLE","1879.5","1225.5","0.44953360","0.29241231","1848:1214:1911:1237","RGB(242|220|219) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=1848:1214:1911:1237;https://wikiwiki.jp/sangokushi14/%E6%B4%9B%E9%99%BD#地域データ","Port symbol/name/parent are direct on the parent-city 地域データ row and cross-checked to 地域収入."
"SMALL_BASE","015","延津港","延津港","陳留","PORT","https://wikiwiki.jp/sangokushi14/%E9%99%B3%E7%95%99","NOT_APPLICABLE","2278.5","1271.5","0.54496532","0.30338821","2247:1260:2310:1283","RGB(242|220|219) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=2247:1260:2310:1283;https://wikiwiki.jp/sangokushi14/%E9%99%B3%E7%95%99#地域データ","Port symbol/name/parent are direct on the parent-city 地域データ row and cross-checked to 地域収入."
"SMALL_BASE","016","弘農港","弘農港","長安","PORT","https://wikiwiki.jp/sangokushi14/%E9%95%B7%E5%AE%89","NOT_APPLICABLE","1567","1302.5","0.37479072","0.31078502","1536:1291:1598:1314","RGB(242|220|219) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=1536:1291:1598:1314;https://wikiwiki.jp/sangokushi14/%E9%95%B7%E5%AE%89#地域データ","Port symbol/name/parent are direct on the parent-city 地域データ row and cross-checked to 地域収入."
"SMALL_BASE","017","羌","羌族","UNKNOWN","ETHNIC_STRONGHOLD","https://wikiwiki.jp/sangokushi14/%E7%95%B0%E6%B0%91%E6%97%8F%E3%83%BB%E7%BE%8C%E6%97%8F","羌族","84","1368.5","0.02009089","0.32653305","55:1351:113:1386","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=55:1351:113:1386;https://wikiwiki.jp/sangokushi14/%E7%95%B0%E6%B0%91%E6%97%8F%E3%83%BB%E7%BE%8C%E6%97%8F#概要","Distinct ethnic-stronghold plaque; no single parent city asserted. The faction page lists multiple diplomacy prerequisite cities, not parentage."
